id,amount_tsh,gps_height,longitude,latitude,region_code,district_code,population,construction_year
10708,300.0,1327,37.20064012,-3.2280177000000005,3,5,35,1995
31173,0.0,957,35.94807089,-10.54681861,10,5,250,1999
66886,2000.0,2178,34.15070419,-9.35647711,11,3,0,2009
67271,0.0,635,37.54470883,-4.08886576,3,3,1200,2000
5962,0.0,0,33.71341773,-2.71458777,19,2,0,0
13365,0.0,1644,37.59030649,-3.21498757,3,1,1,1977
8752,10000.0,2089,34.80287822,-9.46829755,11,4,400,2010
66030,5.0,1069,37.2890632,-3.3000577000000004,3,4,20,2007
21150,0.0,0,33.1530855,-9.18905318,12,6,0,0
3752,0.0,1519,36.89058161,-3.19506245,2,7,350,2009
47747,0.0,1338,36.86965376,-6.19932233,5,1,250,2009
68426,0.0,0,33.01503846,-9.00628972,12,6,0,0
64900,0.0,0,33.80667943,-9.11355395,12,4,0,0
51270,500.0,1788,31.52274406,-8.17611755,15,2,50,1972
7136,1000.0,2154,33.92442503,-8.96180246,11,3,0,1974
4200,1000.0,1702,37.937656200000006,-4.39096482,3,3,60,1965
52826,50.0,1193,37.74172509,-3.97698719,3,3,420,1998
14348,0.0,0,34.39594301,-3.10204198,17,6,0,0
61365,0.0,0,35.82153664,-6.1350665,1,5,0,0
30896,0.0,0,32.83999069,-9.00105882,12,6,0,0
54562,500.0,1018,29.73063544,-4.75453259,16,3,100,2007
37905,500.0,1057,35.803521999999994,-10.45318889,10,5,90,1985
25182,1500.0,2169,34.44128349,-9.18987766,11,4,20,2007
64356,0.0,114,39.44646435,-10.03357298,80,23,1,2004
23068,300.0,889,37.68432449,-3.80933601,3,2,100,1992
53100,50.0,41,38.77670916,-6.65170817,6,2,1,1989
36891,0.0,0,34.37409726,-8.704766000000001,12,7,0,0
31319,0.0,0,36.16866957,-5.02665129,1,1,0,0
47023,0.0,0,30.64619184,-2.44837059,18,30,0,0
71821,2000.0,1468,36.1243551,-7.47608224,11,7,100,1980
24152,0.0,0,35.40060622,-5.24682415,1,1,0,0
25852,0.0,1574,34.88921105,-4.99497272,13,2,1,1990
58280,0.0,0,32.97808593,-8.90820916,12,6,0,0
62892,0.0,328,38.89753222,-10.39440309,8,3,230,0
19146,0.0,1084,34.97618033,-5.70909902,13,3,350,1972
23583,0.0,1951,35.20389347,-8.32151488,11,2,0,2000
64618,0.0,0,33.84715345,-8.82354167,12,7,0,0
24653,0.0,0,33.31311375,-3.85983637,17,3,0,0
8502,500.0,657,37.94402888,-4.12783205,3,3,130,2011
19875,5.0,1538,35.63077972,-3.34663997,24,30,2500,2002
54106,0.0,1041,35.92954295,-7.34841119,11,1,1,1990
24601,0.0,0,0.0,-2e-08,17,1,0,0
72226,0.0,0,32.6606176,-4.30501563,14,1,0,0
2251,50.0,834,36.90187143,-10.76889358,10,1,1,2006
17972,0.0,803,37.55410219,-3.40098559,3,4,1,2004
48447,0.0,1997,34.742048700000005,-9.41290337,11,4,35,2002
26831,0.0,0,0.0,-2e-08,19,6,0,0
67496,0.0,0,32.90419703,-9.15818711,12,6,0,0
46955,0.0,927,35.64746058,-10.2651609,10,2,225,1995
9621,500.0,1725,34.90522959,-9.06009974,11,4,120,2007
61806,0.0,1391,34.35359163,-1.73935977,20,2,80,2008
9189,0.0,1288,37.62235607,-3.16347848,3,1,1,1974
45614,0.0,930,36.89784005,-3.56195843,2,7,500,2012
67097,0.0,466,37.06946585,-6.8202965,5,1,250,2009
50567,20.0,80,39.11928560000001,-6.89913815,7,2,100,2000
39721,50.0,114,38.99161882,-9.25723287,80,13,369,1976
17779,0.0,0,33.60861225,-9.22145827,12,4,0,0
595,3000.0,895,31.3947193,-7.46959923,15,1,120,1987
35389,0.0,927,36.91679868,-3.54457265,2,7,500,2009
33588,0.0,0,32.5761455,-3.51179854,17,3,0,0
16906,0.0,0,0.0,-2e-08,17,1,0,0
4654,0.0,0,33.52148798,-4.71166938,14,2,0,0
60662,0.0,0,31.90772171,-3.22675656,17,5,0,0
10511,0.0,1152,33.58177041,-2.16235642,20,4,1000,2006
59755,250.0,1597,30.09644965,-4.44924135,16,2,540,2009
37158,0.0,1414,30.683972600000004,-3.64221651,16,1,120,2006
15224,250.0,1466,29.91208413,-4.44517087,16,2,540,1991
15991,1000.0,2174,34.60144027,-9.59049772,11,4,20,2000
23942,0.0,0,36.43941814,-7.02316237,1,1,0,0
51404,0.0,0,33.29649771,-2.84996827,19,4,0,0
39418,0.0,0,35.87692905,-6.06709927,1,5,0,0
14286,0.0,289,36.67798037,-8.31689074,5,3,630,2010
51584,0.0,16,38.87750382,-6.58980289,6,1,25,2009
68729,250.0,1374,30.19430197,-4.25123276,16,2,250,2002
62061,0.0,0,31.76289676,-2.63678774,18,8,0,0
50529,0.0,283,36.1180225,-8.89041402,5,4,600,2009
28759,500.0,790,36.16078456,-10.38103805,10,5,360,1999
9057,1000.0,1578,35.24554212,-7.94467423,11,1,210,2008
25815,100.0,1601,35.22176444,-9.25892072,11,4,53,2010
10817,300.0,377,37.77247768,-5.9653230000000015,5,6,30,2007
1216,0.0,0,33.37794654,-2.56925755,19,2,0,0
57846,3000.0,1639,35.31009848,-9.33689584,11,4,75,2003
10230,0.0,0,35.67651949,-6.20749316,1,5,0,0
59927,0.0,1571,34.67095887,-1.8042392,20,2,360,1995
5952,0.0,1227,36.84303487,-3.34999169,2,7,96,2001
37074,0.0,0,33.53437923,-9.17367104,12,4,0,0
19213,2000.0,1236,31.25125893,-6.33181391,15,1,600,1990
51146,0.0,2280,34.61431742,-9.54922888,11,4,200,2008
64478,0.0,1209,33.59199849,-2.1294778,20,4,300,2008
26084,500.0,1383,36.86059519,-6.26439804,5,1,250,2001
22036,0.0,0,36.02482072,-4.73320659,1,1,0,0
15602,0.0,1107,36.7891564,-3.44098743,2,2,150,2009
56203,0.0,1699,34.9851725,-9.28038348,11,4,45,2008
22389,0.0,414,38.95535632,-10.18354553,80,53,230,1984
46873,0.0,428,39.42357008,-10.83265131,9,4,1,1982
73079,30.0,-17,39.74353245,-7.96986048,60,60,30,0
62259,10.0,1707,35.82139075,-3.24979172,24,30,200,2009
19197,500.0,762,30.56411196,-7.07310427,15,3,250,2008
55845,0.0,0,31.70309444,-1.75338956,18,3,0,0
59888,0.0,1155,33.10232933,-1.99319562,19,1,500,1995
24571,0.0,0,31.44078052,-1.57531717,18,2,0,0
62356,0.0,0,31.80532374,-1.34857192,18,6,0,0
39732,200.0,473,34.90265069,-11.36689002,10,3,38,2008
24497,500.0,1777,34.83361283,-9.0244526,11,4,95,2011
8375,0.0,1267,34.866338899999995,-10.75313808,10,3,40,2005
12166,0.0,0,33.59747561,-3.28415559,17,2,0,0
55846,500.0,1286,38.38516101,-4.8235668,4,1,1,1988
28399,200.0,1606,35.19908870000001,-9.21460429,11,4,108,1999
33139,0.0,0,33.55218433,-9.2419471,12,4,0,0
14827,0.0,0,33.23746804,-9.26233176,12,2,0,0
22358,0.0,559,37.54341226,-6.97155992,5,6,140,1990
69682,0.0,0,31.84800531,-1.10512543,18,2,0,0
23700,0.0,-6,39.01540992,-5.39362876,4,5,70,0
22279,0.0,0,33.52191072,-3.12151829,17,2,0,0
60783,0.0,314,35.82995898,-8.76167921,5,3,500,1997
42299,0.0,0,30.91116916,-1.41995485,18,1,0,0
58732,20.0,1812,35.11187675,-4.1178632,21,3,161,0
21253,10.0,948,35.86245832,-10.5564965,10,5,420,2009
49145,0.0,0,33.49599089,-3.62576578,17,7,0,0
65401,500.0,985,29.7451665,-4.74623887,16,3,140,1982
72930,0.0,320,38.89768286,-10.96263839,90,33,1,2004
40096,0.0,1041,35.70711483,-10.49544128,10,5,467,2012
11831,100.0,1240,34.12659199,-1.29319636,20,6,1600,2000
8356,50.0,189,38.78557095,-5.17651279,4,3,1500,2010
22507,200.0,1182,35.05461031,-11.32081655,10,3,60,1998
25273,0.0,1732,37.52471314,-3.25444368,3,4,50,1972
60491,600.0,1207,34.08608886,-1.11279874,20,6,450,1985
18870,0.0,0,32.18387925,-2.40862292,19,5,0,0
63558,0.0,524,37.54279339,-6.92979102,5,6,1,1970
6510,5.0,1360,37.27925618,-3.22734973,3,4,30,2007
69027,0.0,0,35.63117877,-5.84361206,1,6,0,0
4899,0.0,1242,36.46877563,-3.4502317,2,1,1,2000
28698,500.0,82,38.26568633,-7.27646788,5,2,300,1983
22914,0.0,1435,35.62442123,-4.26665637,21,1,400,1993
43364,0.0,-7,38.86894876,-5.74909926,4,5,900,0
29704,0.0,13,39.17335926,-7.28695025,6,2,200,2003
48197,0.0,999,35.67804627,-10.48524272,10,5,250,1989
20093,0.0,1369,36.96658,-3.15057333,3,7,1,2001
26629,500.0,1581,35.14648037,-9.24931971,11,4,150,1975
3751,10.0,456,39.38420354,-10.83616062,90,33,415,1988
29088,0.0,0,33.84335914,-3.74084861,17,8,0,0
8875,0.0,0,35.48287631,-6.33906232,1,6,0,0
22083,200.0,446,34.88106323,-11.35418303,10,3,90,2008
28235,0.0,1745,37.57931198,-3.06254829,3,1,1,2009
68058,0.0,0,33.59756469,-9.04532033,12,4,0,0
44987,0.0,1720,35.98338005,-8.18030681,11,7,300,2008
59954,0.0,1729,36.74437002,-3.32035289,2,2,200,2007
73141,500.0,1476,34.50959788,-4.70950677,13,1,330,1986
22776,0.0,0,31.52437998,-1.69399644,18,3,0,0
49128,0.0,739,37.55598944,-3.42415317,3,4,1,2004
5721,0.0,0,31.37236028,-2.66191778,18,4,0,0
34804,0.0,210,38.72284797,-5.15462853,4,3,800,1983
4089,0.0,1252,34.35244397,-1.6357871000000002,20,2,80,2010
17278,0.0,-34,39.36122479,-8.63293287,80,13,530,1976
7496,0.0,-15,39.36142203,-7.06806591,60,43,740,2008
12530,0.0,0,31.44665168,-2.63629224,18,8,0,0
36509,0.0,0,32.93532716,-4.23640379,14,1,0,0
43083,0.0,0,33.59031757,-9.20830223,12,4,0,0
59592,0.0,0,33.78572321,-3.32365416,17,2,0,0
57588,0.0,1656,34.60036027,-9.07743706,11,4,30,1978
7404,0.0,1340,35.26429884,-9.83738386,10,2,0,1994
24448,0.0,833,34.98683339,-6.00936447,13,3,350,1978
63168,10.0,578,39.27489804,-10.43800443,90,33,1,0
66483,0.0,265,36.69099979,-8.12630116,5,3,1000,2010
51532,0.0,0,33.68173899,-3.19455329,17,2,0,0
30333,0.0,0,36.05248174,-4.88268114,1,1,0,0
61561,0.0,1740,37.57826362,-3.15404108,3,1,1,2008
900,0.0,80,39.01017777,-7.61633004,60,53,1,1976
68522,0.0,1009,37.10671857,-3.300345,3,7,1,2005
59212,1000.0,2149,34.40695278,-9.20324279,11,4,75,2000
53056,50.0,-8,38.9218032,-6.51458253,6,1,25,2008
134,20.0,864,37.05876388,-3.50113971,21,4,200,2004
67391,0.0,0,30.82469951,-2.57654638,18,30,0,0
40517,0.0,0,0.0,-2e-08,19,6,0,0
68958,100.0,789,29.76657917,-4.99175107,16,3,250,1987
13001,0.0,290,38.86990094,-10.98340735,90,33,1,2004
31596,0.0,1224,38.33174688,-4.459646299999998,4,1,1,2008
11337,100.0,1346,35.59845556,-7.64143813,11,1,1,2004
8661,200.0,620,39.33379199,-10.11060545,80,23,1,1983
26337,0.0,1411,35.64131342,-4.30539711,21,1,324,1996
53431,0.0,0,0.0,-2e-08,19,6,0,0
63254,0.0,1345,30.44175325,-5.59522956,15,1,80,1982
59525,0.0,-34,38.8372339,-6.54359424,6,1,9,2004
28407,0.0,0,30.5478495,-2.59522544,18,30,0,0
61642,500.0,470,37.5195822,-6.81956443,5,6,40,1979
70065,2500.0,541,36.97836557,-11.4686319,10,1,1,1999
4222,0.0,1263,34.41496142,-1.57621015,20,2,600,1997
28122,20.0,327,37.53038788,-6.43358387,5,6,50,2009
42128,0.0,57,39.12472318,-8.54123624,80,13,260,1985
6077,0.0,0,33.63466978,-3.32553393,17,2,0,0
44127,50.0,26,39.1259588,-7.4551467,6,4,500,2005
31823,0.0,1169,37.62942704,-3.30233874,3,1,1,1980
44965,0.0,0,33.5893481,-9.16738076,12,4,0,0
15668,0.0,1727,34.48267426,-9.86138856,11,5,123,1995
3947,0.0,1275,33.04419723,-2.05106597,19,1,500,1982
25592,0.0,1821,31.7294738,-8.43897494,15,2,765,1983
54084,600.0,842,29.74373449,-4.84566277,16,3,130,2009
38626,20.0,1335,36.78721009,-2.54675467,2,6,300,2000
51120,0.0,27,39.1770835,-7.01498178,60,43,543,2010
31942,0.0,1426,34.40411021,-1.71638645,20,2,1903,1999
61517,0.0,1377,30.79497828,-3.29829061,16,1,350,2006
58515,300.0,873,35.89342499,-10.49251553,10,5,90,1988
19234,0.0,0,31.42618596,-1.25182654,18,7,0,0
34145,0.0,0,33.48090242,-2.50345629,19,2,0,0
3676,0.0,0,33.56004936,-9.24060673,12,4,0,0
41157,0.0,0,33.8763567,-3.15249329,17,2,0,0
16238,0.0,0,35.96800985,-6.43050073,1,4,0,0
19360,0.0,0,33.43275113,-4.65315369,14,2,0,0
3109,0.0,0,34.36001645,-3.86706992,17,6,0,0
44556,0.0,0,32.35973951,-8.64383151,12,6,0,0
72326,0.0,0,32.93100899,-2.59490652,19,3,0,0
24109,0.0,0,35.89284695,-6.14290731,1,5,0,0
52997,0.0,1595,32.1682242,-8.6709148,15,2,50,1991
34492,0.0,0,0.0,-2e-08,17,1,0,0
70360,0.0,1153,31.18611034,-6.37989584,15,1,50,1972
55390,0.0,-29,39.51335876,-8.96694709,80,13,800,2003
53411,0.0,0,31.68990204,-1.76806437,18,3,0,0
71921,0.0,0,32.94573306,-5.25055475,14,3,0,0
65238,0.0,1549,34.67761089,-5.04209532,13,2,1,2010
50951,0.0,0,33.53871727,-8.93441694,12,2,0,0
26562,0.0,0,35.73234979,-5.53563425,1,4,0,0
48729,500.0,1275,35.0104419,-10.94498406,10,3,69,2000
36772,0.0,53,38.70943238,-6.94846781,6,3,400,2009
39397,0.0,0,33.59258722,-3.71055584,17,8,0,0
52071,0.0,1430,38.27024348,-4.8097814,4,1,1,2007
19361,50.0,-10,38.68929417,-6.68570232,6,1,40,2009
16850,0.0,1299,30.48593449,-3.65845139,16,1,170,2009
8791,0.0,1450,34.61853775,-1.71016791,20,2,720,2011
44527,0.0,1278,30.52954442,-3.53486096,16,1,150,2004
19469,0.0,486,37.40436004,-6.93483303,5,6,300,1977
22613,300.0,8,38.98692792,-6.53657057,6,1,72,1983
38279,0.0,0,33.40749822,-3.14138525,19,4,0,0
4317,0.0,0,31.74087477,-2.98898321,18,8,0,0
20387,0.0,0,33.58640625,-3.04036855,17,2,0,0
51425,0.0,0,33.54030842,-9.08684729,12,4,0,0
41612,0.0,2331,34.34442845,-9.33406973,11,3,0,2002
34979,500.0,1834,36.6171038,-3.22027438,2,2,150,2001
66171,1000.0,307,36.36063615,-8.77376356,5,4,680,1995
55245,0.0,0,32.706806,-3.34071426,17,3,0,0
44022,2000.0,1558,31.31812217,-7.4959348,15,3,1200,2009
50011,0.0,1356,37.61980048,-3.1314915,3,1,1,1985
55219,0.0,99,38.70773641,-6.99728849,6,3,500,1978
31355,0.0,975,35.90001848,-3.37810162,2,1,1,2000
32875,0.0,1601,34.82482222,-4.96092552,13,2,1,2000
52492,0.0,1000,30.39007185,-5.10527986,16,3,200,1997
152,0.0,1237,38.35306994,-4.8992326,4,1,1,1972
19762,0.0,206,39.78690248,-10.71800318,99,1,350,1978
5754,10.0,1841,35.83210494,-3.23422046,24,30,180,2009
55625,0.0,981,36.9167179,-3.46178801,2,7,390,2008
9747,0.0,0,32.53837914,-4.50798001,14,3,0,0
