,date,time,customer_no,location
243,2020-04-09,07:36:00,74,checkout
244,2020-04-09,07:36:00,82,dairy
245,2020-04-09,07:36:00,84,fruit
246,2020-04-09,07:37:00,16,spices
247,2020-04-09,07:37:00,57,checkout
248,2020-04-09,07:37:00,60,checkout
249,2020-04-09,07:37:00,64,spices
250,2020-04-09,07:37:00,64,checkout
251,2020-04-09,07:37:00,66,drinks
252,2020-04-09,07:37:00,71,checkout
253,2020-04-09,07:37:00,84,spices
254,2020-04-09,07:37:00,88,fruit
255,2020-04-09,07:37:00,89,dairy
256,2020-04-09,07:38:00,50,fruit
257,2020-04-09,07:38:00,66,spices
258,2020-04-09,07:38:00,79,checkout
259,2020-04-09,07:38:00,81,checkout
260,2020-04-09,07:38:00,82,checkout
261,2020-04-09,07:38:00,86,spices
262,2020-04-09,07:38:00,88,spices
263,2020-04-09,07:38:00,89,drinks
264,2020-04-09,07:38:00,90,spices
265,2020-04-09,07:39:00,16,drinks
266,2020-04-09,07:39:00,31,dairy
267,2020-04-09,07:39:00,50,dairy
268,2020-04-09,07:39:00,75,dairy
269,2020-04-09,07:39:00,83,dairy
270,2020-04-09,07:39:00,84,drinks
271,2020-04-09,07:39:00,86,dairy
272,2020-04-09,07:39:00,87,drinks
273,2020-04-09,07:39:00,89,spices
274,2020-04-09,07:39:00,92,drinks
275,2020-04-09,07:40:00,31,drinks
276,2020-04-09,07:40:00,50,fruit
277,2020-04-09,07:40:00,66,dairy
278,2020-04-09,07:40:00,68,dairy
279,2020-04-09,07:40:00,83,drinks
280,2020-04-09,07:40:00,86,fruit
281,2020-04-09,07:40:00,87,checkout
282,2020-04-09,07:40:00,90,dairy
283,2020-04-09,07:40:00,92,fruit
284,2020-04-09,07:41:00,16,checkout
285,2020-04-09,07:41:00,31,fruit
286,2020-04-09,07:41:00,31,checkout
287,2020-04-09,07:41:00,36,dairy
288,2020-04-09,07:41:00,67,fruit
289,2020-04-09,07:41:00,77,drinks
290,2020-04-09,07:41:00,83,fruit
291,2020-04-09,07:41:00,85,dairy
292,2020-04-09,07:41:00,86,drinks
293,2020-04-09,07:41:00,88,drinks
294,2020-04-09,07:41:00,89,drinks
295,2020-04-09,07:42:00,50,drinks
296,2020-04-09,07:42:00,58,fruit
297,2020-04-09,07:42:00,67,checkout
298,2020-04-09,07:42:00,84,checkout
299,2020-04-09,07:42:00,86,fruit
300,2020-04-09,07:42:00,88,spices
301,2020-04-09,07:42:00,89,spices
302,2020-04-09,07:42:00,92,checkout
303,2020-04-09,07:42:00,94,fruit
304,2020-04-09,07:43:00,58,checkout
305,2020-04-09,07:43:00,66,spices
306,2020-04-09,07:43:00,77,spices
307,2020-04-09,07:43:00,83,spices
308,2020-04-09,07:43:00,88,fruit
309,2020-04-09,07:43:00,90,drinks
310,2020-04-09,07:43:00,91,dairy
311,2020-04-09,07:43:00,96,drinks
312,2020-04-09,07:43:00,99,spices
313,2020-04-09,07:43:00,101,fruit
314,2020-04-09,07:44:00,50,checkout
315,2020-04-09,07:44:00,66,dairy
316,2020-04-09,07:44:00,75,drinks
317,2020-04-09,07:44:00,86,checkout
318,2020-04-09,07:44:00,89,dairy
319,2020-04-09,07:44:00,93,spices
320,2020-04-09,07:44:00,97,fruit
321,2020-04-09,07:44:00,98,fruit
322,2020-04-09,07:44:00,107,fruit
323,2020-04-09,07:45:00,68,spices
324,2020-04-09,07:45:00,83,fruit
325,2020-04-09,07:45:00,89,drinks
326,2020-04-09,07:45:00,99,dairy
327,2020-04-09,07:45:00,101,spices
328,2020-04-09,07:45:00,103,fruit
329,2020-04-09,07:45:00,107,spices
330,2020-04-09,07:46:00,36,drinks
331,2020-04-09,07:46:00,68,dairy
332,2020-04-09,07:46:00,94,dairy
333,2020-04-09,07:46:00,94,checkout
334,2020-04-09,07:46:00,96,checkout
335,2020-04-09,07:46:00,97,checkout
336,2020-04-09,07:46:00,102,fruit
337,2020-04-09,07:47:00,36,spices
338,2020-04-09,07:47:00,68,fruit
339,2020-04-09,07:47:00,75,checkout
340,2020-04-09,07:47:00,83,checkout
341,2020-04-09,07:47:00,85,fruit
342,2020-04-09,07:47:00,90,checkout
343,2020-04-09,07:47:00,91,checkout
344,2020-04-09,07:47:00,95,drinks
345,2020-04-09,07:47:00,98,checkout
346,2020-04-09,07:47:00,99,checkout
347,2020-04-09,07:47:00,104,fruit
348,2020-04-09,07:47:00,104,checkout
349,2020-04-09,07:47:00,106,drinks
350,2020-04-09,07:47:00,110,fruit
351,2020-04-09,07:48:00,66,checkout
352,2020-04-09,07:48:00,85,checkout
353,2020-04-09,07:48:00,88,dairy
354,2020-04-09,07:48:00,101,checkout
355,2020-04-09,07:48:00,102,checkout
356,2020-04-09,07:48:00,103,checkout
357,2020-04-09,07:48:00,109,fruit
358,2020-04-09,07:48:00,109,checkout
359,2020-04-09,07:49:00,36,checkout
360,2020-04-09,07:49:00,68,checkout
361,2020-04-09,07:49:00,77,dairy
362,2020-04-09,07:49:00,89,checkout
363,2020-04-09,07:49:00,93,fruit
364,2020-04-09,07:49:00,105,spices
365,2020-04-09,07:49:00,108,fruit
366,2020-04-09,07:50:00,88,spices
367,2020-04-09,07:50:00,106,fruit
368,2020-04-09,07:50:00,113,fruit
369,2020-04-09,07:50:00,115,fruit
370,2020-04-09,07:50:00,116,dairy
371,2020-04-09,07:51:00,77,drinks
372,2020-04-09,07:51:00,93,checkout
373,2020-04-09,07:51:00,105,drinks
374,2020-04-09,07:51:00,108,dairy
375,2020-04-09,07:51:00,111,fruit
376,2020-04-09,07:51:00,114,drinks
377,2020-04-09,07:51:00,119,dairy
378,2020-04-09,07:51:00,120,drinks
379,2020-04-09,07:52:00,114,spices
380,2020-04-09,07:52:00,116,drinks
381,2020-04-09,07:52:00,122,spices
382,2020-04-09,07:53:00,77,checkout
383,2020-04-09,07:53:00,95,fruit
384,2020-04-09,07:53:00,108,fruit
385,2020-04-09,07:53:00,112,dairy
386,2020-04-09,07:53:00,114,fruit
387,2020-04-09,07:53:00,115,spices
388,2020-04-09,07:53:00,116,checkout
389,2020-04-09,07:53:00,117,drinks
390,2020-04-09,07:53:00,119,checkout
391,2020-04-09,07:53:00,122,dairy
392,2020-04-09,07:53:00,122,checkout
393,2020-04-09,07:53:00,123,spices
394,2020-04-09,07:53:00,124,dairy
395,2020-04-09,07:54:00,110,dairy
396,2020-04-09,07:54:00,121,fruit
397,2020-04-09,07:54:00,126,fruit
398,2020-04-09,07:54:00,127,dairy
399,2020-04-09,07:55:00,88,dairy
400,2020-04-09,07:55:00,95,dairy
401,2020-04-09,07:55:00,105,checkout
402,2020-04-09,07:55:00,108,drinks
403,2020-04-09,07:55:00,111,checkout
404,2020-04-09,07:55:00,114,checkout
405,2020-04-09,07:55:00,120,checkout
406,2020-04-09,07:55:00,121,drinks
407,2020-04-09,07:56:00,88,drinks
408,2020-04-09,07:56:00,100,dairy
409,2020-04-09,07:56:00,107,dairy
410,2020-04-09,07:56:00,112,drinks
411,2020-04-09,07:56:00,113,dairy
412,2020-04-09,07:56:00,115,fruit
413,2020-04-09,07:56:00,126,spices
414,2020-04-09,07:57:00,95,drinks
415,2020-04-09,07:57:00,100,spices
416,2020-04-09,07:57:00,108,spices
417,2020-04-09,07:57:00,117,fruit
418,2020-04-09,07:57:00,121,checkout
419,2020-04-09,07:57:00,127,drinks
420,2020-04-09,07:58:00,110,checkout
421,2020-04-09,07:58:00,117,dairy
422,2020-04-09,07:58:00,118,dairy
423,2020-04-09,07:58:00,126,dairy
424,2020-04-09,07:58:00,128,fruit
425,2020-04-09,07:58:00,134,fruit
426,2020-04-09,07:59:00,100,drinks
427,2020-04-09,07:59:00,108,fruit
428,2020-04-09,07:59:00,112,fruit
429,2020-04-09,07:59:00,124,spices
430,2020-04-09,07:59:00,129,drinks
431,2020-04-09,07:59:00,132,fruit
432,2020-04-09,08:00:00,88,checkout
433,2020-04-09,08:00:00,95,checkout
434,2020-04-09,08:00:00,115,checkout
435,2020-04-09,08:00:00,126,checkout
436,2020-04-09,08:00:00,127,checkout
437,2020-04-09,08:00:00,130,fruit
438,2020-04-09,08:00:00,131,fruit
439,2020-04-09,08:00:00,132,drinks
440,2020-04-09,08:00:00,133,fruit
441,2020-04-09,08:00:00,134,dairy
442,2020-04-09,08:00:00,135,drinks
443,2020-04-09,08:01:00,100,fruit
444,2020-04-09,08:01:00,108,checkout
445,2020-04-09,08:01:00,112,checkout
446,2020-04-09,08:01:00,124,dairy
447,2020-04-09,08:01:00,133,checkout
448,2020-04-09,08:01:00,136,fruit
449,2020-04-09,08:01:00,138,dairy
450,2020-04-09,08:02:00,100,dairy
451,2020-04-09,08:02:00,117,checkout
452,2020-04-09,08:02:00,118,checkout
453,2020-04-09,08:02:00,123,dairy
454,2020-04-09,08:02:00,124,checkout
455,2020-04-09,08:02:00,128,checkout
456,2020-04-09,08:02:00,130,dairy
457,2020-04-09,08:02:00,131,dairy
458,2020-04-09,08:02:00,134,checkout
459,2020-04-09,08:02:00,136,dairy
460,2020-04-09,08:03:00,100,fruit
461,2020-04-09,08:03:00,123,spices
462,2020-04-09,08:03:00,129,checkout
463,2020-04-09,08:03:00,131,spices
464,2020-04-09,08:03:00,132,checkout
465,2020-04-09,08:03:00,135,fruit
466,2020-04-09,08:03:00,136,spices
467,2020-04-09,08:03:00,140,drinks
468,2020-04-09,08:03:00,142,dairy
469,2020-04-09,08:03:00,143,fruit
470,2020-04-09,08:03:00,144,fruit
471,2020-04-09,08:03:00,147,fruit
472,2020-04-09,08:04:00,100,checkout
473,2020-04-09,08:04:00,106,dairy
474,2020-04-09,08:04:00,135,checkout
475,2020-04-09,08:04:00,138,drinks
476,2020-04-09,08:04:00,142,fruit
477,2020-04-09,08:04:00,144,drinks
478,2020-04-09,08:04:00,147,spices
479,2020-04-09,08:04:00,149,fruit
480,2020-04-09,08:05:00,106,drinks
481,2020-04-09,08:05:00,113,drinks
482,2020-04-09,08:05:00,131,checkout
483,2020-04-09,08:05:00,136,checkout
484,2020-04-09,08:05:00,138,spices
485,2020-04-09,08:05:00,140,fruit
486,2020-04-09,08:05:00,141,drinks
487,2020-04-09,08:05:00,144,spices
488,2020-04-09,08:05:00,145,fruit
489,2020-04-09,08:05:00,146,dairy
490,2020-04-09,08:05:00,149,checkout
491,2020-04-09,08:05:00,150,fruit
492,2020-04-09,08:06:00,130,checkout
493,2020-04-09,08:06:00,140,dairy
494,2020-04-09,08:06:00,142,dairy
495,2020-04-09,08:06:00,145,spices
496,2020-04-09,08:06:00,148,spices
497,2020-04-09,08:06:00,151,drinks
498,2020-04-09,08:06:00,153,drinks
499,2020-04-09,08:06:00,155,dairy
500,2020-04-09,08:07:00,106,spices
501,2020-04-09,08:07:00,106,checkout
502,2020-04-09,08:07:00,107,fruit
503,2020-04-09,08:07:00,123,dairy
504,2020-04-09,08:07:00,137,spices
505,2020-04-09,08:07:00,138,checkout
506,2020-04-09,08:07:00,139,drinks
507,2020-04-09,08:07:00,140,fruit
508,2020-04-09,08:07:00,141,checkout
509,2020-04-09,08:07:00,142,checkout
510,2020-04-09,08:07:00,145,fruit
511,2020-04-09,08:07:00,153,fruit
512,2020-04-09,08:07:00,155,fruit
513,2020-04-09,08:07:00,158,spices
514,2020-04-09,08:08:00,107,spices
515,2020-04-09,08:08:00,125,dairy
516,2020-04-09,08:08:00,144,checkout
517,2020-04-09,08:08:00,150,checkout
518,2020-04-09,08:08:00,151,checkout
519,2020-04-09,08:08:00,155,spices
520,2020-04-09,08:08:00,157,dairy
521,2020-04-09,08:08:00,161,spices
522,2020-04-09,08:08:00,161,checkout
523,2020-04-09,08:08:00,163,fruit
524,2020-04-09,08:08:00,166,fruit
525,2020-04-09,08:09:00,113,checkout
526,2020-04-09,08:09:00,125,checkout
527,2020-04-09,08:09:00,140,checkout
528,2020-04-09,08:09:00,146,drinks
529,2020-04-09,08:09:00,148,dairy
530,2020-04-09,08:09:00,154,fruit
531,2020-04-09,08:09:00,155,fruit
532,2020-04-09,08:09:00,156,dairy
533,2020-04-09,08:09:00,160,dairy
534,2020-04-09,08:09:00,162,dairy
535,2020-04-09,08:09:00,164,dairy
536,2020-04-09,08:09:00,166,drinks
537,2020-04-09,08:09:00,167,fruit
538,2020-04-09,08:10:00,152,spices
539,2020-04-09,08:10:00,152,checkout
540,2020-04-09,08:10:00,156,spices
541,2020-04-09,08:10:00,160,spices
542,2020-04-09,08:10:00,162,spices
543,2020-04-09,08:10:00,162,checkout
544,2020-04-09,08:10:00,165,dairy
545,2020-04-09,08:10:00,165,checkout
546,2020-04-09,08:10:00,167,drinks
547,2020-04-09,08:11:00,107,dairy
548,2020-04-09,08:11:00,137,checkout
549,2020-04-09,08:11:00,145,checkout
550,2020-04-09,08:11:00,155,spices
551,2020-04-09,08:11:00,156,drinks
552,2020-04-09,08:11:00,158,checkout
553,2020-04-09,08:11:00,159,fruit
554,2020-04-09,08:11:00,160,checkout
555,2020-04-09,08:11:00,166,spices
556,2020-04-09,08:11:00,170,drinks
557,2020-04-09,08:11:00,171,fruit
558,2020-04-09,08:12:00,107,spices
559,2020-04-09,08:12:00,154,drinks
560,2020-04-09,08:12:00,157,drinks
561,2020-04-09,08:12:00,163,dairy
562,2020-04-09,08:12:00,164,drinks
563,2020-04-09,08:12:00,168,drinks
564,2020-04-09,08:12:00,169,spices
565,2020-04-09,08:12:00,170,checkout
566,2020-04-09,08:12:00,172,drinks
567,2020-04-09,08:12:00,173,dairy
568,2020-04-09,08:12:00,173,checkout
569,2020-04-09,08:12:00,174,spices
570,2020-04-09,08:13:00,139,fruit
571,2020-04-09,08:13:00,139,checkout
572,2020-04-09,08:13:00,146,fruit
573,2020-04-09,08:13:00,146,checkout
574,2020-04-09,08:13:00,153,dairy
575,2020-04-09,08:13:00,155,dairy
576,2020-04-09,08:13:00,156,checkout
577,2020-04-09,08:13:00,168,spices
578,2020-04-09,08:13:00,169,dairy
579,2020-04-09,08:13:00,172,checkout
580,2020-04-09,08:14:00,123,spices
581,2020-04-09,08:14:00,148,drinks
582,2020-04-09,08:14:00,148,checkout
583,2020-04-09,08:14:00,154,checkout
584,2020-04-09,08:14:00,155,checkout
585,2020-04-09,08:14:00,159,dairy
586,2020-04-09,08:14:00,164,checkout
587,2020-04-09,08:14:00,167,checkout
588,2020-04-09,08:14:00,175,fruit
589,2020-04-09,08:14:00,178,fruit
590,2020-04-09,08:15:00,143,dairy
591,2020-04-09,08:15:00,157,checkout
592,2020-04-09,08:15:00,159,checkout
593,2020-04-09,08:15:00,171,spices
594,2020-04-09,08:15:00,174,dairy
595,2020-04-09,08:15:00,176,drinks
596,2020-04-09,08:15:00,177,drinks
597,2020-04-09,08:15:00,177,checkout
598,2020-04-09,08:15:00,180,dairy
599,2020-04-09,08:15:00,181,dairy
600,2020-04-09,08:16:00,107,drinks
601,2020-04-09,08:16:00,143,drinks
602,2020-04-09,08:16:00,147,dairy
603,2020-04-09,08:16:00,163,fruit
604,2020-04-09,08:16:00,168,checkout
605,2020-04-09,08:16:00,169,drinks
606,2020-04-09,08:16:00,169,checkout
607,2020-04-09,08:16:00,180,drinks
608,2020-04-09,08:17:00,123,drinks
609,2020-04-09,08:17:00,123,checkout
610,2020-04-09,08:17:00,143,fruit
611,2020-04-09,08:17:00,147,spices
612,2020-04-09,08:17:00,176,fruit
613,2020-04-09,08:17:00,181,checkout
614,2020-04-09,08:17:00,185,dairy
615,2020-04-09,08:17:00,187,fruit
616,2020-04-09,08:18:00,143,checkout
617,2020-04-09,08:18:00,174,fruit
618,2020-04-09,08:18:00,176,spices
619,2020-04-09,08:18:00,178,checkout
620,2020-04-09,08:18:00,179,fruit
621,2020-04-09,08:18:00,179,checkout
622,2020-04-09,08:18:00,185,spices
623,2020-04-09,08:18:00,186,dairy
624,2020-04-09,08:18:00,188,drinks
625,2020-04-09,08:18:00,189,dairy
626,2020-04-09,08:19:00,153,drinks
627,2020-04-09,08:19:00,163,checkout
628,2020-04-09,08:19:00,171,dairy
629,2020-04-09,08:19:00,174,dairy
630,2020-04-09,08:19:00,175,dairy
631,2020-04-09,08:19:00,183,dairy
632,2020-04-09,08:19:00,185,drinks
633,2020-04-09,08:19:00,187,dairy
634,2020-04-09,08:19:00,188,fruit
635,2020-04-09,08:19:00,191,drinks
636,2020-04-09,08:19:00,192,dairy
637,2020-04-09,08:20:00,107,checkout
638,2020-04-09,08:20:00,166,dairy
639,2020-04-09,08:20:00,180,checkout
640,2020-04-09,08:20:00,184,fruit
641,2020-04-09,08:20:00,186,fruit
642,2020-04-09,08:20:00,187,spices
643,2020-04-09,08:20:00,189,drinks
644,2020-04-09,08:20:00,190,spices
645,2020-04-09,08:20:00,191,spices
646,2020-04-09,08:20:00,193,spices
647,2020-04-09,08:20:00,194,fruit
648,2020-04-09,08:20:00,196,drinks
649,2020-04-09,08:21:00,171,spices
650,2020-04-09,08:21:00,176,drinks
651,2020-04-09,08:21:00,182,dairy
652,2020-04-09,08:21:00,185,spices
653,2020-04-09,08:21:00,186,checkout
654,2020-04-09,08:21:00,187,drinks
655,2020-04-09,08:21:00,190,dairy
656,2020-04-09,08:21:00,192,checkout
657,2020-04-09,08:21:00,193,dairy
658,2020-04-09,08:21:00,197,spices
659,2020-04-09,08:21:00,198,fruit
660,2020-04-09,08:22:00,147,dairy
661,2020-04-09,08:22:00,175,checkout
662,2020-04-09,08:22:00,182,drinks
663,2020-04-09,08:22:00,194,drinks
664,2020-04-09,08:22:00,194,checkout
665,2020-04-09,08:22:00,196,checkout
666,2020-04-09,08:23:00,147,drinks
667,2020-04-09,08:23:00,153,checkout
668,2020-04-09,08:23:00,166,drinks
669,2020-04-09,08:23:00,166,checkout
