,date,time,customer_no,location
106,2020-04-09,08:05:00,48,fruit
107,2020-04-09,08:06:00,47,checkout
108,2020-04-09,08:06:00,50,spices
109,2020-04-09,08:06:00,52,drinks
110,2020-04-09,08:07:00,46,checkout
111,2020-04-09,08:07:00,48,dairy
112,2020-04-09,08:07:00,52,checkout
113,2020-04-09,08:07:00,53,fruit
114,2020-04-09,08:08:00,49,checkout
115,2020-04-09,08:08:00,51,fruit
116,2020-04-09,08:08:00,54,spices
117,2020-04-09,08:09:00,55,drinks
118,2020-04-09,08:09:00,55,checkout
119,2020-04-09,08:10:00,50,checkout
120,2020-04-09,08:10:00,53,checkout
121,2020-04-09,08:11:00,56,drinks
122,2020-04-09,08:11:00,57,fruit
123,2020-04-09,08:11:00,57,checkout
124,2020-04-09,08:12:00,51,dairy
125,2020-04-09,08:12:00,56,checkout
126,2020-04-09,08:13:00,54,drinks
127,2020-04-09,08:13:00,58,dairy
128,2020-04-09,08:14:00,48,drinks
129,2020-04-09,08:15:00,54,checkout
130,2020-04-09,08:16:00,51,checkout
131,2020-04-09,08:16:00,60,dairy
132,2020-04-09,08:16:00,61,dairy
133,2020-04-09,08:17:00,58,checkout
134,2020-04-09,08:17:00,61,drinks
135,2020-04-09,08:17:00,62,dairy
136,2020-04-09,08:18:00,64,fruit
137,2020-04-09,08:19:00,59,drinks
138,2020-04-09,08:19:00,63,fruit
139,2020-04-09,08:19:00,65,fruit
140,2020-04-09,08:19:00,66,fruit
141,2020-04-09,08:20:00,60,checkout
142,2020-04-09,08:20:00,62,checkout
143,2020-04-09,08:20:00,63,checkout
144,2020-04-09,08:20:00,64,checkout
145,2020-04-09,08:20:00,65,checkout
146,2020-04-09,08:21:00,48,fruit
147,2020-04-09,08:21:00,61,checkout
148,2020-04-09,08:21:00,66,checkout
149,2020-04-09,08:21:00,67,dairy
150,2020-04-09,08:21:00,68,spices
151,2020-04-09,08:22:00,68,drinks
152,2020-04-09,08:22:00,70,drinks
153,2020-04-09,08:23:00,59,checkout
154,2020-04-09,08:23:00,67,fruit
155,2020-04-09,08:23:00,69,drinks
156,2020-04-09,08:23:00,70,fruit
157,2020-04-09,08:23:00,71,drinks
158,2020-04-09,08:24:00,70,checkout
159,2020-04-09,08:25:00,48,checkout
160,2020-04-09,08:25:00,68,checkout
161,2020-04-09,08:25:00,69,dairy
162,2020-04-09,08:25:00,73,dairy
163,2020-04-09,08:25:00,74,dairy
164,2020-04-09,08:26:00,72,fruit
165,2020-04-09,08:26:00,74,fruit
166,2020-04-09,08:26:00,74,checkout
167,2020-04-09,08:26:00,76,fruit
168,2020-04-09,08:26:00,76,checkout
169,2020-04-09,08:27:00,67,checkout
170,2020-04-09,08:27:00,71,checkout
171,2020-04-09,08:27:00,72,dairy
172,2020-04-09,08:27:00,75,drinks
173,2020-04-09,08:27:00,75,checkout
174,2020-04-09,08:27:00,78,fruit
175,2020-04-09,08:28:00,69,drinks
176,2020-04-09,08:28:00,77,drinks
177,2020-04-09,08:28:00,77,checkout
178,2020-04-09,08:29:00,73,checkout
179,2020-04-09,08:29:00,78,checkout
180,2020-04-09,08:29:00,79,fruit
181,2020-04-09,08:30:00,72,checkout
182,2020-04-09,08:31:00,69,checkout
183,2020-04-09,08:31:00,81,fruit
184,2020-04-09,08:32:00,79,checkout
185,2020-04-09,08:32:00,80,dairy
186,2020-04-09,08:32:00,83,fruit
187,2020-04-09,08:33:00,82,fruit
188,2020-04-09,08:33:00,82,checkout
189,2020-04-09,08:35:00,80,checkout
190,2020-04-09,08:35:00,81,checkout
191,2020-04-09,08:35:00,85,dairy
192,2020-04-09,08:36:00,83,checkout
193,2020-04-09,08:36:00,85,checkout
194,2020-04-09,08:36:00,86,spices
195,2020-04-09,08:36:00,88,fruit
196,2020-04-09,08:36:00,88,fruit
197,2020-04-09,08:37:00,84,dairy
198,2020-04-09,08:38:00,86,fruit
199,2020-04-09,08:40:00,86,checkout
200,2020-04-09,08:40:00,87,dairy
201,2020-04-09,08:40:00,87,checkout
202,2020-04-09,08:40:00,88,checkout
203,2020-04-09,08:40:00,90,spices
204,2020-04-09,08:41:00,84,checkout
205,2020-04-09,08:41:00,92,fruit
206,2020-04-09,08:42:00,89,fruit
207,2020-04-09,08:42:00,90,checkout
208,2020-04-09,08:42:00,91,fruit
209,2020-04-09,08:42:00,92,dairy
210,2020-04-09,08:43:00,91,checkout
211,2020-04-09,08:43:00,92,checkout
212,2020-04-09,08:43:00,93,spices
213,2020-04-09,08:43:00,94,dairy
214,2020-04-09,08:44:00,89,checkout
215,2020-04-09,08:45:00,97,drinks
216,2020-04-09,08:46:00,93,checkout
217,2020-04-09,08:46:00,98,drinks
218,2020-04-09,08:47:00,94,checkout
219,2020-04-09,08:47:00,96,fruit
220,2020-04-09,08:47:00,97,checkout
221,2020-04-09,08:47:00,99,fruit
222,2020-04-09,08:48:00,98,checkout
223,2020-04-09,08:49:00,99,checkout
224,2020-04-09,08:49:00,100,fruit
225,2020-04-09,08:49:00,102,spices
226,2020-04-09,08:50:00,100,dairy
227,2020-04-09,08:50:00,101,fruit
228,2020-04-09,08:51:00,96,dairy
229,2020-04-09,08:51:00,96,checkout
230,2020-04-09,08:51:00,101,dairy
231,2020-04-09,08:51:00,101,checkout
232,2020-04-09,08:51:00,104,dairy
233,2020-04-09,08:52:00,100,checkout
234,2020-04-09,08:52:00,102,checkout
235,2020-04-09,08:52:00,103,fruit
236,2020-04-09,08:52:00,103,checkout
237,2020-04-09,08:53:00,106,spices
238,2020-04-09,08:54:00,106,checkout
239,2020-04-09,08:54:00,107,fruit
240,2020-04-09,08:55:00,104,checkout
241,2020-04-09,08:55:00,105,fruit
242,2020-04-09,08:55:00,109,drinks
243,2020-04-09,08:56:00,112,fruit
244,2020-04-09,08:57:00,108,dairy
245,2020-04-09,08:57:00,111,drinks
246,2020-04-09,08:57:00,111,checkout
247,2020-04-09,08:58:00,107,checkout
248,2020-04-09,08:58:00,109,checkout
249,2020-04-09,08:58:00,112,checkout
250,2020-04-09,08:59:00,105,checkout
251,2020-04-09,08:59:00,110,drinks
252,2020-04-09,08:59:00,114,fruit
253,2020-04-09,08:59:00,114,checkout
254,2020-04-09,09:00:00,110,checkout
255,2020-04-09,09:01:00,95,dairy
256,2020-04-09,09:01:00,108,drinks
257,2020-04-09,09:03:00,108,checkout
258,2020-04-09,09:04:00,118,fruit
259,2020-04-09,09:05:00,95,checkout
260,2020-04-09,09:05:00,115,drinks
261,2020-04-09,09:05:00,115,checkout
262,2020-04-09,09:06:00,121,fruit
263,2020-04-09,09:07:00,116,dairy
264,2020-04-09,09:07:00,117,fruit
265,2020-04-09,09:07:00,117,checkout
266,2020-04-09,09:08:00,120,fruit
267,2020-04-09,09:09:00,120,dairy
268,2020-04-09,09:09:00,122,spices
269,2020-04-09,09:09:00,123,dairy
270,2020-04-09,09:10:00,120,fruit
271,2020-04-09,09:10:00,120,checkout
272,2020-04-09,09:10:00,121,checkout
273,2020-04-09,09:10:00,123,fruit
274,2020-04-09,09:11:00,113,dairy
275,2020-04-09,09:11:00,113,checkout
276,2020-04-09,09:11:00,116,checkout
277,2020-04-09,09:11:00,122,checkout
278,2020-04-09,09:12:00,125,dairy
279,2020-04-09,09:13:00,119,dairy
280,2020-04-09,09:14:00,123,dairy
281,2020-04-09,09:16:00,119,checkout
282,2020-04-09,09:16:00,125,checkout
283,2020-04-09,09:17:00,124,drinks
284,2020-04-09,09:17:00,124,checkout
285,2020-04-09,09:18:00,123,checkout
286,2020-04-09,09:18:00,129,fruit
287,2020-04-09,09:20:00,128,fruit
288,2020-04-09,09:20:00,128,checkout
289,2020-04-09,09:20:00,131,spices
290,2020-04-09,09:21:00,132,spices
291,2020-04-09,09:22:00,127,dairy
292,2020-04-09,09:22:00,133,drinks
293,2020-04-09,09:23:00,131,drinks
294,2020-04-09,09:24:00,130,drinks
295,2020-04-09,09:24:00,133,checkout
296,2020-04-09,09:24:00,134,fruit
297,2020-04-09,09:25:00,127,checkout
298,2020-04-09,09:25:00,130,dairy
299,2020-04-09,09:25:00,132,checkout
300,2020-04-09,09:25:00,134,checkout
301,2020-04-09,09:26:00,126,dairy
302,2020-04-09,09:26:00,126,checkout
303,2020-04-09,09:26:00,135,dairy
304,2020-04-09,09:27:00,129,dairy
305,2020-04-09,09:27:00,131,checkout
306,2020-04-09,09:27:00,135,drinks
307,2020-04-09,09:27:00,136,spices
308,2020-04-09,09:27:00,136,checkout
309,2020-04-09,09:28:00,118,dairy
310,2020-04-09,09:29:00,130,checkout
311,2020-04-09,09:30:00,135,checkout
312,2020-04-09,09:31:00,137,spices
313,2020-04-09,09:33:00,137,checkout
314,2020-04-09,09:36:00,129,fruit
315,2020-04-09,09:37:00,140,fruit
316,2020-04-09,09:38:00,129,checkout
317,2020-04-09,09:38:00,138,fruit
318,2020-04-09,09:38:00,140,checkout
319,2020-04-09,09:39:00,138,checkout
320,2020-04-09,09:40:00,139,dairy
321,2020-04-09,09:40:00,139,checkout
322,2020-04-09,09:40:00,142,fruit
323,2020-04-09,09:41:00,141,dairy
324,2020-04-09,09:41:00,141,checkout
325,2020-04-09,09:44:00,142,checkout
326,2020-04-09,09:45:00,143,fruit
327,2020-04-09,09:47:00,143,checkout
328,2020-04-09,09:48:00,144,fruit
329,2020-04-09,09:50:00,145,dairy
330,2020-04-09,09:50:00,146,dairy
331,2020-04-09,09:51:00,144,checkout
332,2020-04-09,09:52:00,118,fruit
333,2020-04-09,09:52:00,145,drinks
334,2020-04-09,09:53:00,146,checkout
335,2020-04-09,09:54:00,118,dairy
336,2020-04-09,09:56:00,145,checkout
337,2020-04-09,09:57:00,118,checkout
338,2020-04-09,09:58:00,148,spices
339,2020-04-09,09:58:00,148,checkout
340,2020-04-09,09:58:00,149,spices
341,2020-04-09,10:00:00,150,dairy
342,2020-04-09,10:01:00,151,fruit
343,2020-04-09,10:02:00,149,checkout
344,2020-04-09,10:02:00,150,checkout
345,2020-04-09,10:03:00,152,dairy
346,2020-04-09,10:03:00,153,fruit
347,2020-04-09,10:03:00,153,checkout
348,2020-04-09,10:04:00,151,checkout
349,2020-04-09,10:04:00,152,drinks
350,2020-04-09,10:05:00,152,checkout
351,2020-04-09,10:06:00,156,fruit
352,2020-04-09,10:07:00,147,dairy
353,2020-04-09,10:07:00,147,checkout
354,2020-04-09,10:08:00,154,dairy
355,2020-04-09,10:08:00,157,dairy
356,2020-04-09,10:09:00,156,drinks
357,2020-04-09,10:09:00,157,fruit
358,2020-04-09,10:10:00,154,checkout
359,2020-04-09,10:10:00,155,dairy
360,2020-04-09,10:11:00,155,checkout
361,2020-04-09,10:12:00,156,checkout
362,2020-04-09,10:12:00,157,checkout
363,2020-04-09,10:13:00,158,spices
364,2020-04-09,10:14:00,158,checkout
365,2020-04-09,10:17:00,159,spices
366,2020-04-09,10:19:00,159,checkout
367,2020-04-09,10:19:00,160,fruit
368,2020-04-09,10:21:00,160,checkout
369,2020-04-09,10:23:00,161,fruit
370,2020-04-09,10:23:00,162,fruit
371,2020-04-09,10:26:00,162,checkout
372,2020-04-09,10:28:00,163,dairy
373,2020-04-09,10:28:00,165,dairy
374,2020-04-09,10:29:00,164,fruit
375,2020-04-09,10:30:00,161,dairy
376,2020-04-09,10:30:00,161,checkout
377,2020-04-09,10:31:00,163,checkout
378,2020-04-09,10:31:00,165,checkout
379,2020-04-09,10:32:00,164,checkout
380,2020-04-09,10:33:00,166,dairy
381,2020-04-09,10:37:00,166,checkout
382,2020-04-09,10:39:00,167,dairy
383,2020-04-09,10:42:00,168,fruit
384,2020-04-09,10:42:00,169,spices
385,2020-04-09,10:43:00,167,fruit
386,2020-04-09,10:45:00,168,checkout
387,2020-04-09,10:45:00,169,drinks
388,2020-04-09,10:45:00,170,fruit
389,2020-04-09,10:45:00,170,checkout
390,2020-04-09,10:47:00,167,checkout
391,2020-04-09,10:49:00,169,checkout
392,2020-04-09,10:50:00,171,dairy
393,2020-04-09,10:54:00,171,checkout
394,2020-04-09,10:54:00,172,fruit
395,2020-04-09,10:55:00,172,dairy
396,2020-04-09,10:59:00,172,checkout
397,2020-04-09,11:00:00,173,fruit
398,2020-04-09,11:02:00,174,drinks
399,2020-04-09,11:02:00,175,drinks
400,2020-04-09,11:03:00,173,checkout
401,2020-04-09,11:04:00,175,checkout
402,2020-04-09,11:04:00,176,fruit
403,2020-04-09,11:04:00,176,checkout
404,2020-04-09,11:06:00,174,checkout
405,2020-04-09,11:07:00,177,drinks
406,2020-04-09,11:08:00,177,checkout
407,2020-04-09,11:12:00,178,dairy
408,2020-04-09,11:13:00,179,fruit
409,2020-04-09,11:15:00,179,checkout
410,2020-04-09,11:17:00,178,fruit
411,2020-04-09,11:18:00,178,dairy
412,2020-04-09,11:20:00,180,dairy
413,2020-04-09,11:22:00,178,checkout
414,2020-04-09,11:23:00,180,checkout
415,2020-04-09,11:25:00,181,fruit
416,2020-04-09,11:26:00,182,fruit
417,2020-04-09,11:27:00,181,checkout
418,2020-04-09,11:30:00,182,checkout
419,2020-04-09,11:31:00,183,drinks
420,2020-04-09,11:32:00,184,dairy
421,2020-04-09,11:34:00,183,checkout
422,2020-04-09,11:36:00,184,checkout
423,2020-04-09,11:39:00,186,dairy
424,2020-04-09,11:41:00,186,checkout
425,2020-04-09,11:42:00,185,fruit
426,2020-04-09,11:42:00,188,drinks
427,2020-04-09,11:44:00,185,checkout
428,2020-04-09,11:44:00,187,drinks
429,2020-04-09,11:45:00,187,checkout
430,2020-04-09,11:45:00,188,checkout
431,2020-04-09,11:46:00,189,drinks
432,2020-04-09,11:47:00,190,dairy
433,2020-04-09,11:49:00,190,checkout
434,2020-04-09,11:50:00,189,checkout
435,2020-04-09,11:53:00,193,fruit
436,2020-04-09,11:54:00,191,fruit
437,2020-04-09,11:55:00,193,checkout
438,2020-04-09,11:58:00,191,checkout
439,2020-04-09,11:58:00,192,dairy
440,2020-04-09,12:00:00,192,drinks
441,2020-04-09,12:00:00,192,checkout
442,2020-04-09,12:02:00,194,fruit
443,2020-04-09,12:04:00,195,dairy
444,2020-04-09,12:05:00,194,checkout
445,2020-04-09,12:06:00,196,dairy
446,2020-04-09,12:07:00,197,fruit
447,2020-04-09,12:07:00,198,fruit
448,2020-04-09,12:07:00,198,checkout
449,2020-04-09,12:08:00,195,checkout
450,2020-04-09,12:08:00,199,drinks
451,2020-04-09,12:09:00,196,checkout
452,2020-04-09,12:09:00,197,checkout
453,2020-04-09,12:12:00,199,checkout
454,2020-04-09,12:13:00,200,dairy
455,2020-04-09,12:13:00,200,checkout
456,2020-04-09,12:13:00,201,fruit
457,2020-04-09,12:13:00,201,checkout
458,2020-04-09,12:16:00,202,dairy
459,2020-04-09,12:18:00,202,checkout
460,2020-04-09,12:18:00,204,fruit
461,2020-04-09,12:20:00,204,checkout
462,2020-04-09,12:21:00,203,dairy
463,2020-04-09,12:21:00,205,fruit
464,2020-04-09,12:22:00,203,checkout
465,2020-04-09,12:23:00,205,checkout
466,2020-04-09,12:23:00,206,drinks
467,2020-04-09,12:24:00,206,checkout
468,2020-04-09,12:27:00,207,fruit
469,2020-04-09,12:28:00,207,checkout
470,2020-04-09,12:30:00,208,dairy
471,2020-04-09,12:30:00,209,fruit
472,2020-04-09,12:31:00,209,checkout
473,2020-04-09,12:33:00,208,fruit
474,2020-04-09,12:35:00,208,checkout
475,2020-04-09,12:38:00,210,fruit
476,2020-04-09,12:38:00,210,checkout
477,2020-04-09,12:39:00,211,fruit
478,2020-04-09,12:41:00,211,checkout
479,2020-04-09,12:41:00,212,drinks
480,2020-04-09,12:42:00,213,spices
481,2020-04-09,12:43:00,212,checkout
482,2020-04-09,12:44:00,215,spices
483,2020-04-09,12:46:00,213,checkout
484,2020-04-09,12:46:00,214,fruit
485,2020-04-09,12:48:00,214,checkout
486,2020-04-09,12:48:00,215,checkout
487,2020-04-09,12:50:00,216,fruit
488,2020-04-09,12:51:00,216,checkout
489,2020-04-09,12:51:00,217,drinks
490,2020-04-09,12:55:00,217,checkout
491,2020-04-09,12:55:00,218,drinks
492,2020-04-09,12:56:00,218,fruit
493,2020-04-09,12:59:00,219,fruit
494,2020-04-09,13:00:00,218,checkout
495,2020-04-09,13:00:00,219,dairy
496,2020-04-09,13:00:00,220,fruit
497,2020-04-09,13:00:00,220,checkout
498,2020-04-09,13:01:00,219,fruit
499,2020-04-09,13:01:00,219,checkout
500,2020-04-09,13:06:00,221,spices
501,2020-04-09,13:07:00,221,checkout
502,2020-04-09,13:07:00,222,fruit
503,2020-04-09,13:08:00,222,checkout
504,2020-04-09,13:09:00,223,dairy
505,2020-04-09,13:10:00,223,checkout
506,2020-04-09,13:10:00,225,fruit
507,2020-04-09,13:12:00,225,checkout
508,2020-04-09,13:12:00,226,fruit
509,2020-04-09,13:14:00,224,drinks
510,2020-04-09,13:14:00,227,fruit
511,2020-04-09,13:15:00,224,dairy
512,2020-04-09,13:15:00,224,checkout
513,2020-04-09,13:16:00,227,dairy
514,2020-04-09,13:17:00,231,spices
515,2020-04-09,13:18:00,230,fruit
516,2020-04-09,13:18:00,231,dairy
517,2020-04-09,13:19:00,226,dairy
518,2020-04-09,13:19:00,231,fruit
519,2020-04-09,13:19:00,232,fruit
520,2020-04-09,13:20:00,227,checkout
521,2020-04-09,13:20:00,234,drinks
522,2020-04-09,13:21:00,226,checkout
523,2020-04-09,13:21:00,228,spices
524,2020-04-09,13:21:00,229,dairy
525,2020-04-09,13:21:00,230,checkout
526,2020-04-09,13:21:00,231,checkout
527,2020-04-09,13:21:00,233,fruit
528,2020-04-09,13:22:00,232,checkout
529,2020-04-09,13:22:00,233,checkout
530,2020-04-09,13:22:00,234,checkout
531,2020-04-09,13:22:00,235,dairy
532,2020-04-09,13:22:00,236,fruit
533,2020-04-09,13:23:00,228,dairy
534,2020-04-09,13:23:00,229,checkout
535,2020-04-09,13:23:00,237,spices
536,2020-04-09,13:24:00,235,checkout
537,2020-04-09,13:24:00,237,drinks
538,2020-04-09,13:25:00,236,checkout
539,2020-04-09,13:26:00,228,checkout
540,2020-04-09,13:26:00,238,spices
541,2020-04-09,13:26:00,239,drinks
542,2020-04-09,13:27:00,237,checkout
543,2020-04-09,13:27:00,238,checkout
544,2020-04-09,13:29:00,241,fruit
545,2020-04-09,13:29:00,242,drinks
546,2020-04-09,13:30:00,239,checkout
547,2020-04-09,13:30:00,240,fruit
548,2020-04-09,13:31:00,241,checkout
549,2020-04-09,13:31:00,243,dairy
550,2020-04-09,13:31:00,244,spices
551,2020-04-09,13:31:00,246,fruit
552,2020-04-09,13:32:00,246,checkout
553,2020-04-09,13:33:00,240,checkout
554,2020-04-09,13:33:00,243,fruit
555,2020-04-09,13:34:00,242,dairy
556,2020-04-09,13:34:00,243,checkout
557,2020-04-09,13:35:00,242,drinks
558,2020-04-09,13:35:00,244,checkout
559,2020-04-09,13:35:00,245,fruit
560,2020-04-09,13:35:00,245,checkout
561,2020-04-09,13:35:00,247,fruit
562,2020-04-09,13:37:00,242,checkout
563,2020-04-09,13:38:00,247,dairy
564,2020-04-09,13:38:00,249,dairy
565,2020-04-09,13:38:00,251,fruit
566,2020-04-09,13:39:00,251,dairy
567,2020-04-09,13:41:00,252,fruit
568,2020-04-09,13:42:00,247,checkout
569,2020-04-09,13:42:00,249,checkout
570,2020-04-09,13:42:00,250,dairy
571,2020-04-09,13:42:00,251,checkout
572,2020-04-09,13:45:00,250,dairy
573,2020-04-09,13:45:00,252,checkout
574,2020-04-09,13:45:00,253,drinks
575,2020-04-09,13:46:00,250,checkout
576,2020-04-09,13:47:00,254,spices
577,2020-04-09,13:48:00,253,checkout
578,2020-04-09,13:48:00,255,dairy
579,2020-04-09,13:49:00,256,fruit
580,2020-04-09,13:50:00,254,checkout
581,2020-04-09,13:50:00,255,drinks
582,2020-04-09,13:50:00,256,checkout
583,2020-04-09,13:51:00,255,checkout
584,2020-04-09,13:52:00,248,dairy
585,2020-04-09,13:52:00,257,dairy
586,2020-04-09,13:53:00,258,spices
587,2020-04-09,13:54:00,257,checkout
588,2020-04-09,13:56:00,248,checkout
589,2020-04-09,13:56:00,260,fruit
590,2020-04-09,13:57:00,258,checkout
591,2020-04-09,13:57:00,260,checkout
592,2020-04-09,13:58:00,259,fruit
593,2020-04-09,13:59:00,259,checkout
594,2020-04-09,13:59:00,261,dairy
595,2020-04-09,13:59:00,264,fruit
596,2020-04-09,14:00:00,261,drinks
597,2020-04-09,14:00:00,263,dairy
598,2020-04-09,14:01:00,263,checkout
599,2020-04-09,14:02:00,261,checkout
600,2020-04-09,14:02:00,264,checkout
601,2020-04-09,14:02:00,265,fruit
602,2020-04-09,14:03:00,266,fruit
603,2020-04-09,14:05:00,265,checkout
604,2020-04-09,14:06:00,266,dairy
605,2020-04-09,14:06:00,267,spices
606,2020-04-09,14:06:00,267,checkout
607,2020-04-09,14:06:00,268,fruit
608,2020-04-09,14:06:00,268,checkout
609,2020-04-09,14:08:00,262,dairy
610,2020-04-09,14:08:00,266,checkout
611,2020-04-09,14:09:00,270,fruit
612,2020-04-09,14:11:00,270,checkout
613,2020-04-09,14:12:00,262,checkout
614,2020-04-09,14:12:00,271,dairy
615,2020-04-09,14:12:00,272,dairy
616,2020-04-09,14:13:00,272,fruit
617,2020-04-09,14:15:00,272,checkout
618,2020-04-09,14:17:00,271,drinks
619,2020-04-09,14:18:00,273,fruit
620,2020-04-09,14:20:00,271,dairy
621,2020-04-09,14:20:00,271,checkout
622,2020-04-09,14:20:00,274,fruit
623,2020-04-09,14:20:00,276,fruit
624,2020-04-09,14:21:00,269,dairy
625,2020-04-09,14:21:00,269,checkout
626,2020-04-09,14:21:00,273,checkout
627,2020-04-09,14:21:00,275,fruit
628,2020-04-09,14:21:00,275,checkout
629,2020-04-09,14:22:00,277,dairy
630,2020-04-09,14:23:00,276,checkout
631,2020-04-09,14:23:00,278,dairy
632,2020-04-09,14:24:00,274,dairy
633,2020-04-09,14:25:00,274,drinks
634,2020-04-09,14:25:00,279,spices
635,2020-04-09,14:25:00,281,fruit
636,2020-04-09,14:26:00,274,checkout
637,2020-04-09,14:26:00,277,checkout
638,2020-04-09,14:26:00,278,drinks
639,2020-04-09,14:26:00,280,dairy
640,2020-04-09,14:27:00,278,checkout
641,2020-04-09,14:27:00,279,checkout
642,2020-04-09,14:27:00,282,fruit
643,2020-04-09,14:28:00,280,checkout
644,2020-04-09,14:28:00,281,checkout
645,2020-04-09,14:28:00,282,checkout
646,2020-04-09,14:28:00,283,fruit
647,2020-04-09,14:29:00,284,drinks
648,2020-04-09,14:30:00,285,spices
649,2020-04-09,14:31:00,283,checkout
650,2020-04-09,14:32:00,287,dairy
651,2020-04-09,14:33:00,284,checkout
652,2020-04-09,14:33:00,285,checkout
653,2020-04-09,14:34:00,287,fruit
654,2020-04-09,14:35:00,286,drinks
655,2020-04-09,14:35:00,288,dairy
656,2020-04-09,14:36:00,288,fruit
657,2020-04-09,14:36:00,288,checkout
658,2020-04-09,14:37:00,287,checkout
659,2020-04-09,14:38:00,286,checkout
660,2020-04-09,14:38:00,289,spices
661,2020-04-09,14:40:00,289,checkout
662,2020-04-09,14:41:00,292,spices
663,2020-04-09,14:42:00,290,dairy
664,2020-04-09,14:42:00,294,dairy
665,2020-04-09,14:42:00,294,checkout
666,2020-04-09,14:43:00,291,dairy
