,time,customer_no,location,min_spent
117,2020-04-08 08:28:00,43,dairy,0 days 00:01:00.000000000
118,2020-04-08 08:28:00,43,fruit,0 days 00:01:00.000000000
119,2020-04-08 08:28:00,43,dairy,0 days 00:01:00.000000000
120,2020-04-08 08:28:00,43,checkout,0 days 00:00:00.000000000
121,2020-04-08 08:28:00,44,spices,0 days 00:01:00.000000000
122,2020-04-08 08:28:00,44,drinks,0 days 00:01:00.000000000
123,2020-04-08 08:28:00,44,checkout,0 days 00:00:00.000000000
124,2020-04-08 08:34:00,45,fruit,0 days 00:00:00.000000000
125,2020-04-08 08:34:00,45,dairy,0 days 00:02:00.000000000
126,2020-04-08 08:34:00,45,checkout,0 days 00:00:00.000000000
127,2020-04-08 08:34:00,46,fruit,0 days 00:00:00.000000000
128,2020-04-08 08:34:00,46,checkout,0 days 00:00:00.000000000
129,2020-04-08 08:36:00,47,dairy,0 days 00:03:00.000000000
130,2020-04-08 08:36:00,47,checkout,0 days 00:00:00.000000000
131,2020-04-08 08:40:00,48,spices,0 days 00:04:00.000000000
132,2020-04-08 08:40:00,48,drinks,0 days 00:01:00.000000000
133,2020-04-08 08:40:00,48,dairy,0 days 00:07:00.000000000
134,2020-04-08 08:40:00,48,fruit,0 days 00:07:00.000000000
135,2020-04-08 08:40:00,48,spices,0 days 00:01:00.000000000
136,2020-04-08 08:40:00,48,drinks,0 days 00:01:00.000000000
137,2020-04-08 08:40:00,48,spices,0 days 00:01:00.000000000
138,2020-04-08 08:40:00,48,dairy,0 days 00:01:00.000000000
139,2020-04-08 08:40:00,48,drinks,0 days 00:02:00.000000000
140,2020-04-08 08:40:00,48,checkout,0 days 00:00:00.000000000
141,2020-04-08 08:41:00,49,drinks,0 days 00:03:00.000000000
142,2020-04-08 08:41:00,49,checkout,0 days 00:00:00.000000000
143,2020-04-08 08:44:00,50,dairy,0 days 00:01:00.000000000
144,2020-04-08 08:44:00,50,drinks,0 days 00:04:00.000000000
145,2020-04-08 08:44:00,50,checkout,0 days 00:00:00.000000000
146,2020-04-08 08:47:00,51,spices,0 days 00:02:00.000000000
147,2020-04-08 08:47:00,51,checkout,0 days 00:00:00.000000000
148,2020-04-08 08:48:00,52,fruit,0 days 00:00:00.000000000
149,2020-04-08 08:48:00,52,dairy,0 days 00:01:00.000000000
150,2020-04-08 08:48:00,52,spices,0 days 00:02:00.000000000
151,2020-04-08 08:48:00,52,checkout,0 days 00:00:00.000000000
152,2020-04-08 08:48:00,53,dairy,0 days 00:03:00.000000000
153,2020-04-08 08:48:00,53,drinks,0 days 00:01:00.000000000
154,2020-04-08 08:48:00,53,fruit,0 days 00:01:00.000000000
155,2020-04-08 08:48:00,53,checkout,0 days 00:00:00.000000000
156,2020-04-08 08:48:00,54,dairy,0 days 00:01:00.000000000
157,2020-04-08 08:48:00,54,checkout,0 days 00:00:00.000000000
158,2020-04-08 08:51:00,55,fruit,0 days 00:00:00.000000000
159,2020-04-08 08:51:00,55,drinks,0 days 00:02:00.000000000
160,2020-04-08 08:51:00,55,spices,0 days 00:01:00.000000000
161,2020-04-08 08:51:00,55,drinks,0 days 00:03:00.000000000
162,2020-04-08 08:51:00,55,checkout,0 days 00:00:00.000000000
163,2020-04-08 08:53:00,56,fruit,0 days 00:00:00.000000000
164,2020-04-08 08:53:00,56,dairy,0 days 00:02:00.000000000
165,2020-04-08 08:53:00,56,checkout,0 days 00:00:00.000000000
166,2020-04-08 08:53:00,57,dairy,0 days 00:01:00.000000000
167,2020-04-08 08:53:00,57,checkout,0 days 00:00:00.000000000
168,2020-04-08 08:59:00,58,dairy,0 days 00:03:00.000000000
169,2020-04-08 08:59:00,58,checkout,0 days 00:00:00.000000000
170,2020-04-08 09:03:00,59,fruit,0 days 00:00:00.000000000
171,2020-04-08 09:03:00,59,dairy,0 days 00:04:00.000000000
172,2020-04-08 09:03:00,59,checkout,0 days 00:00:00.000000000
173,2020-04-08 09:05:00,60,dairy,0 days 00:07:00.000000000
174,2020-04-08 09:05:00,60,checkout,0 days 00:00:00.000000000
175,2020-04-08 09:11:00,61,dairy,0 days 00:03:00.000000000
176,2020-04-08 09:11:00,61,fruit,0 days 00:03:00.000000000
177,2020-04-08 09:11:00,61,dairy,0 days 00:08:00.000000000
178,2020-04-08 09:11:00,61,fruit,0 days 00:08:00.000000000
179,2020-04-08 09:11:00,61,checkout,0 days 00:00:00.000000000
180,2020-04-08 09:17:00,62,spices,0 days 00:01:00.000000000
181,2020-04-08 09:17:00,62,drinks,0 days 00:01:00.000000000
182,2020-04-08 09:17:00,62,checkout,0 days 00:00:00.000000000
183,2020-04-08 09:19:00,63,dairy,0 days 00:03:00.000000000
184,2020-04-08 09:19:00,63,fruit,0 days 00:03:00.000000000
185,2020-04-08 09:19:00,63,drinks,0 days 00:03:00.000000000
186,2020-04-08 09:19:00,63,checkout,0 days 00:00:00.000000000
187,2020-04-08 09:19:00,64,drinks,0 days 00:03:00.000000000
188,2020-04-08 09:19:00,64,fruit,0 days 00:03:00.000000000
189,2020-04-08 09:19:00,64,checkout,0 days 00:00:00.000000000
190,2020-04-08 09:25:00,65,fruit,0 days 00:00:00.000000000
191,2020-04-08 09:25:00,65,drinks,0 days 00:01:00.000000000
192,2020-04-08 09:25:00,65,spices,0 days 00:01:00.000000000
193,2020-04-08 09:25:00,65,dairy,0 days 00:05:00.000000000
194,2020-04-08 09:25:00,65,spices,0 days 00:01:00.000000000
195,2020-04-08 09:25:00,65,drinks,0 days 00:01:00.000000000
196,2020-04-08 09:25:00,65,fruit,0 days 00:01:00.000000000
197,2020-04-08 09:25:00,65,dairy,0 days 00:03:00.000000000
198,2020-04-08 09:25:00,65,checkout,0 days 00:00:00.000000000
199,2020-04-08 09:26:00,66,fruit,0 days 00:00:00.000000000
200,2020-04-08 09:26:00,66,checkout,0 days 00:00:00.000000000
201,2020-04-08 09:37:00,67,dairy,0 days 00:10:00.000000000
202,2020-04-08 09:37:00,67,fruit,0 days 00:10:00.000000000
203,2020-04-08 09:37:00,67,dairy,0 days 00:02:00.000000000
204,2020-04-08 09:37:00,67,checkout,0 days 00:00:00.000000000
205,2020-04-08 09:37:00,68,dairy,0 days 00:02:00.000000000
206,2020-04-08 09:37:00,68,drinks,0 days 00:02:00.000000000
207,2020-04-08 09:37:00,68,checkout,0 days 00:00:00.000000000
208,2020-04-08 09:39:00,69,dairy,0 days 00:02:00.000000000
209,2020-04-08 09:39:00,69,spices,0 days 00:01:00.000000000
210,2020-04-08 09:39:00,69,dairy,0 days 00:01:00.000000000
211,2020-04-08 09:39:00,69,checkout,0 days 00:00:00.000000000
212,2020-04-08 09:41:00,70,dairy,0 days 00:13:00.000000000
213,2020-04-08 09:41:00,70,spices,0 days 00:01:00.000000000
214,2020-04-08 09:41:00,70,dairy,0 days 00:01:00.000000000
215,2020-04-08 09:41:00,70,checkout,0 days 00:00:00.000000000
216,2020-04-08 09:48:00,71,drinks,0 days 00:01:00.000000000
217,2020-04-08 09:48:00,71,fruit,0 days 00:01:00.000000000
218,2020-04-08 09:48:00,71,spices,0 days 00:03:00.000000000
219,2020-04-08 09:48:00,71,fruit,0 days 00:03:00.000000000
220,2020-04-08 09:48:00,71,checkout,0 days 00:00:00.000000000
221,2020-04-08 09:48:00,72,fruit,0 days 00:00:00.000000000
222,2020-04-08 09:48:00,72,dairy,0 days 00:02:00.000000000
223,2020-04-08 09:48:00,72,drinks,0 days 00:01:00.000000000
224,2020-04-08 09:48:00,72,spices,0 days 00:03:00.000000000
225,2020-04-08 09:48:00,72,drinks,0 days 00:01:00.000000000
226,2020-04-08 09:48:00,72,checkout,0 days 00:00:00.000000000
227,2020-04-08 09:55:00,73,spices,0 days 00:02:00.000000000
228,2020-04-08 09:55:00,73,fruit,0 days 00:02:00.000000000
229,2020-04-08 09:55:00,73,dairy,0 days 00:04:00.000000000
230,2020-04-08 09:55:00,73,checkout,0 days 00:00:00.000000000
231,2020-04-08 09:57:00,74,fruit,0 days 00:00:00.000000000
232,2020-04-08 09:57:00,74,spices,0 days 00:02:00.000000000
233,2020-04-08 09:57:00,74,fruit,0 days 00:02:00.000000000
234,2020-04-08 09:57:00,74,checkout,0 days 00:00:00.000000000
235,2020-04-08 10:01:00,75,dairy,0 days 00:03:00.000000000
236,2020-04-08 10:01:00,75,drinks,0 days 00:01:00.000000000
237,2020-04-08 10:01:00,75,spices,0 days 00:01:00.000000000
238,2020-04-08 10:01:00,75,fruit,0 days 00:01:00.000000000
239,2020-04-08 10:01:00,75,dairy,0 days 00:01:00.000000000
240,2020-04-08 10:01:00,75,fruit,0 days 00:01:00.000000000
241,2020-04-08 10:01:00,75,dairy,0 days 00:01:00.000000000
242,2020-04-08 10:01:00,75,drinks,0 days 00:02:00.000000000
243,2020-04-08 10:01:00,75,checkout,0 days 00:00:00.000000000
244,2020-04-08 10:02:00,76,fruit,0 days 00:00:00.000000000
245,2020-04-08 10:02:00,76,drinks,0 days 00:03:00.000000000
246,2020-04-08 10:02:00,76,checkout,0 days 00:00:00.000000000
247,2020-04-08 10:04:00,77,fruit,0 days 00:00:00.000000000
248,2020-04-08 10:04:00,77,checkout,0 days 00:00:00.000000000
249,2020-04-08 10:05:00,78,fruit,0 days 00:00:00.000000000
250,2020-04-08 10:05:00,78,checkout,0 days 00:00:00.000000000
251,2020-04-08 10:05:00,79,drinks,0 days 00:02:00.000000000
252,2020-04-08 10:05:00,79,checkout,0 days 00:00:00.000000000
253,2020-04-08 10:07:00,80,fruit,0 days 00:00:00.000000000
254,2020-04-08 10:07:00,80,spices,0 days 00:02:00.000000000
255,2020-04-08 10:07:00,80,drinks,0 days 00:01:00.000000000
256,2020-04-08 10:07:00,80,fruit,0 days 00:01:00.000000000
257,2020-04-08 10:07:00,80,dairy,0 days 00:01:00.000000000
258,2020-04-08 10:07:00,80,checkout,0 days 00:00:00.000000000
259,2020-04-08 10:10:00,81,spices,0 days 00:02:00.000000000
260,2020-04-08 10:10:00,81,drinks,0 days 00:03:00.000000000
261,2020-04-08 10:10:00,81,spices,0 days 00:03:00.000000000
262,2020-04-08 10:10:00,81,fruit,0 days 00:03:00.000000000
263,2020-04-08 10:10:00,81,checkout,0 days 00:00:00.000000000
264,2020-04-08 10:21:00,82,fruit,0 days 00:00:00.000000000
265,2020-04-08 10:21:00,82,dairy,0 days 00:02:00.000000000
266,2020-04-08 10:21:00,82,fruit,0 days 00:02:00.000000000
267,2020-04-08 10:21:00,82,dairy,0 days 00:02:00.000000000
268,2020-04-08 10:21:00,82,checkout,0 days 00:00:00.000000000
269,2020-04-08 10:23:00,83,drinks,0 days 00:03:00.000000000
270,2020-04-08 10:23:00,83,fruit,0 days 00:03:00.000000000
271,2020-04-08 10:23:00,83,checkout,0 days 00:00:00.000000000
272,2020-04-08 10:26:00,84,fruit,0 days 00:00:00.000000000
273,2020-04-08 10:26:00,84,spices,0 days 00:04:00.000000000
274,2020-04-08 10:26:00,84,checkout,0 days 00:00:00.000000000
275,2020-04-08 10:31:00,85,drinks,0 days 00:01:00.000000000
276,2020-04-08 10:31:00,85,checkout,0 days 00:00:00.000000000
277,2020-04-08 10:40:00,86,spices,0 days 00:01:00.000000000
278,2020-04-08 10:40:00,86,dairy,0 days 00:06:00.000000000
279,2020-04-08 10:40:00,86,checkout,0 days 00:00:00.000000000
280,2020-04-08 10:41:00,87,fruit,0 days 00:00:00.000000000
281,2020-04-08 10:41:00,87,dairy,0 days 00:02:00.000000000
282,2020-04-08 10:41:00,87,spices,0 days 00:01:00.000000000
283,2020-04-08 10:41:00,87,dairy,0 days 00:02:00.000000000
284,2020-04-08 10:41:00,87,spices,0 days 00:01:00.000000000
285,2020-04-08 10:41:00,87,checkout,0 days 00:00:00.000000000
286,2020-04-08 10:47:00,88,dairy,0 days 00:01:00.000000000
287,2020-04-08 10:47:00,88,checkout,0 days 00:00:00.000000000
288,2020-04-08 10:50:00,89,spices,0 days 00:01:00.000000000
289,2020-04-08 10:50:00,89,dairy,0 days 00:01:00.000000000
290,2020-04-08 10:50:00,89,fruit,0 days 00:01:00.000000000
291,2020-04-08 10:50:00,89,spices,0 days 00:01:00.000000000
292,2020-04-08 10:50:00,89,checkout,0 days 00:00:00.000000000
293,2020-04-08 10:56:00,90,dairy,0 days 00:01:00.000000000
294,2020-04-08 10:56:00,90,fruit,0 days 00:01:00.000000000
295,2020-04-08 10:56:00,90,checkout,0 days 00:00:00.000000000
296,2020-04-08 10:58:00,91,spices,0 days 00:01:00.000000000
297,2020-04-08 10:58:00,91,fruit,0 days 00:01:00.000000000
298,2020-04-08 10:58:00,91,checkout,0 days 00:00:00.000000000
299,2020-04-08 11:01:00,92,drinks,0 days 00:02:00.000000000
300,2020-04-08 11:01:00,92,fruit,0 days 00:02:00.000000000
301,2020-04-08 11:01:00,92,dairy,0 days 00:03:00.000000000
302,2020-04-08 11:01:00,92,spices,0 days 00:02:00.000000000
303,2020-04-08 11:01:00,92,dairy,0 days 00:02:00.000000000
304,2020-04-08 11:01:00,92,spices,0 days 00:01:00.000000000
305,2020-04-08 11:01:00,92,checkout,0 days 00:00:00.000000000
306,2020-04-08 11:06:00,93,fruit,0 days 00:00:00.000000000
307,2020-04-08 11:06:00,93,checkout,0 days 00:00:00.000000000
308,2020-04-08 11:19:00,94,fruit,0 days 00:00:00.000000000
309,2020-04-08 11:19:00,94,checkout,0 days 00:00:00.000000000
310,2020-04-08 11:24:00,95,fruit,0 days 00:00:00.000000000
311,2020-04-08 11:24:00,95,checkout,0 days 00:00:00.000000000
312,2020-04-08 11:27:00,96,fruit,0 days 00:00:00.000000000
313,2020-04-08 11:27:00,96,checkout,0 days 00:00:00.000000000
314,2020-04-08 11:39:00,97,drinks,0 days 00:02:00.000000000
315,2020-04-08 11:39:00,97,fruit,0 days 00:02:00.000000000
316,2020-04-08 11:39:00,97,checkout,0 days 00:00:00.000000000
317,2020-04-08 11:43:00,98,dairy,0 days 00:01:00.000000000
318,2020-04-08 11:43:00,98,checkout,0 days 00:00:00.000000000
319,2020-04-08 11:53:00,99,drinks,0 days 00:02:00.000000000
320,2020-04-08 11:53:00,99,checkout,0 days 00:00:00.000000000
321,2020-04-08 11:53:00,100,drinks,0 days 00:01:00.000000000
322,2020-04-08 11:53:00,100,fruit,0 days 00:01:00.000000000
323,2020-04-08 11:53:00,100,spices,0 days 00:01:00.000000000
324,2020-04-08 11:53:00,100,drinks,0 days 00:02:00.000000000
325,2020-04-08 11:53:00,100,spices,0 days 00:03:00.000000000
326,2020-04-08 11:53:00,100,fruit,0 days 00:03:00.000000000
327,2020-04-08 11:53:00,100,drinks,0 days 00:05:00.000000000
328,2020-04-08 11:53:00,100,dairy,0 days 00:09:00.000000000
329,2020-04-08 11:53:00,100,checkout,0 days 00:00:00.000000000
330,2020-04-08 12:00:00,101,fruit,0 days 00:00:00.000000000
331,2020-04-08 12:00:00,101,checkout,0 days 00:00:00.000000000
332,2020-04-08 12:04:00,102,fruit,0 days 00:00:00.000000000
333,2020-04-08 12:04:00,102,spices,0 days 00:03:00.000000000
334,2020-04-08 12:04:00,102,checkout,0 days 00:00:00.000000000
335,2020-04-08 12:04:00,103,fruit,0 days 00:00:00.000000000
336,2020-04-08 12:04:00,103,checkout,0 days 00:00:00.000000000
337,2020-04-08 12:05:00,104,drinks,0 days 00:03:00.000000000
338,2020-04-08 12:05:00,104,checkout,0 days 00:00:00.000000000
339,2020-04-08 12:07:00,105,dairy,0 days 00:01:00.000000000
340,2020-04-08 12:07:00,105,drinks,0 days 00:01:00.000000000
341,2020-04-08 12:07:00,105,checkout,0 days 00:00:00.000000000
342,2020-04-08 12:12:00,106,spices,0 days 00:02:00.000000000
343,2020-04-08 12:12:00,106,dairy,0 days 00:03:00.000000000
344,2020-04-08 12:12:00,106,fruit,0 days 00:03:00.000000000
345,2020-04-08 12:12:00,106,dairy,0 days 00:18:00.000000000
346,2020-04-08 12:12:00,106,drinks,0 days 00:01:00.000000000
347,2020-04-08 12:12:00,106,checkout,0 days 00:00:00.000000000
348,2020-04-08 12:15:00,107,drinks,0 days 00:01:00.000000000
349,2020-04-08 12:15:00,107,checkout,0 days 00:00:00.000000000
350,2020-04-08 12:17:00,108,fruit,0 days 00:00:00.000000000
351,2020-04-08 12:17:00,108,drinks,0 days 00:02:00.000000000
352,2020-04-08 12:17:00,108,checkout,0 days 00:00:00.000000000
353,2020-04-08 12:22:00,109,spices,0 days 00:03:00.000000000
354,2020-04-08 12:22:00,109,dairy,0 days 00:05:00.000000000
355,2020-04-08 12:22:00,109,checkout,0 days 00:00:00.000000000
356,2020-04-08 12:27:00,110,drinks,0 days 00:02:00.000000000
357,2020-04-08 12:27:00,110,checkout,0 days 00:00:00.000000000
358,2020-04-08 12:28:00,111,drinks,0 days 00:02:00.000000000
359,2020-04-08 12:28:00,111,checkout,0 days 00:00:00.000000000
360,2020-04-08 12:39:00,112,fruit,0 days 00:00:00.000000000
361,2020-04-08 12:39:00,112,drinks,0 days 00:02:00.000000000
362,2020-04-08 12:39:00,112,fruit,0 days 00:02:00.000000000
363,2020-04-08 12:39:00,112,dairy,0 days 00:01:00.000000000
364,2020-04-08 12:39:00,112,drinks,0 days 00:07:00.000000000
365,2020-04-08 12:39:00,112,checkout,0 days 00:00:00.000000000
366,2020-04-08 12:43:00,113,drinks,0 days 00:02:00.000000000
367,2020-04-08 12:43:00,113,checkout,0 days 00:00:00.000000000
368,2020-04-08 12:46:00,114,dairy,0 days 00:04:00.000000000
369,2020-04-08 12:46:00,114,drinks,0 days 00:02:00.000000000
370,2020-04-08 12:46:00,114,checkout,0 days 00:00:00.000000000
371,2020-04-08 12:48:00,115,dairy,0 days 00:02:00.000000000
372,2020-04-08 12:48:00,115,drinks,0 days 00:01:00.000000000
373,2020-04-08 12:48:00,115,spices,0 days 00:01:00.000000000
374,2020-04-08 12:48:00,115,fruit,0 days 00:01:00.000000000
375,2020-04-08 12:48:00,115,dairy,0 days 00:01:00.000000000
376,2020-04-08 12:48:00,115,fruit,0 days 00:01:00.000000000
377,2020-04-08 12:48:00,115,checkout,0 days 00:00:00.000000000
378,2020-04-08 12:55:00,116,dairy,0 days 00:03:00.000000000
379,2020-04-08 12:55:00,116,checkout,0 days 00:00:00.000000000
380,2020-04-08 13:00:00,117,dairy,0 days 00:03:00.000000000
381,2020-04-08 13:00:00,117,checkout,0 days 00:00:00.000000000
382,2020-04-08 13:05:00,118,drinks,0 days 00:05:00.000000000
383,2020-04-08 13:05:00,118,fruit,0 days 00:05:00.000000000
384,2020-04-08 13:05:00,118,checkout,0 days 00:00:00.000000000
385,2020-04-08 13:06:00,119,fruit,0 days 00:00:00.000000000
386,2020-04-08 13:06:00,119,drinks,0 days 00:02:00.000000000
387,2020-04-08 13:06:00,119,fruit,0 days 00:02:00.000000000
388,2020-04-08 13:06:00,119,dairy,0 days 00:03:00.000000000
389,2020-04-08 13:06:00,119,fruit,0 days 00:03:00.000000000
390,2020-04-08 13:06:00,119,dairy,0 days 00:03:00.000000000
391,2020-04-08 13:06:00,119,fruit,0 days 00:03:00.000000000
392,2020-04-08 13:06:00,119,checkout,0 days 00:00:00.000000000
393,2020-04-08 13:10:00,120,spices,0 days 00:01:00.000000000
394,2020-04-08 13:10:00,120,drinks,0 days 00:02:00.000000000
395,2020-04-08 13:10:00,120,fruit,0 days 00:02:00.000000000
396,2020-04-08 13:10:00,120,dairy,0 days 00:09:00.000000000
397,2020-04-08 13:10:00,120,checkout,0 days 00:00:00.000000000
398,2020-04-08 13:10:00,121,spices,0 days 00:01:00.000000000
399,2020-04-08 13:10:00,121,dairy,0 days 00:09:00.000000000
